coin,side,entry_idx,entry_time,entry_price,tp_price,sl_price,atr,exit_idx,exit_time,exit_price,exit_type,holding_bars,gross_pnl_pct,gross_pnl_eq,cost_entry_fee,cost_exit_fee,cost_slippage,cost_funding,cost_miss_fill,cost_total,net_pnl_eq,regime,block
DOT,BUY,122,2026-03-09 12:00:00+00:00,1.502391,1.603976,1.482074,0.033862,130,2026-03-10 20:00:00+00:00,1.482074,stop_loss,8,-0.013523,-0.005,7.4e-05,0.000203,0.000296,0.000148,0.000265,0.000986,-0.005986,TREND_DOWN,B
DOT,SELL,135,2026-03-11 16:00:00+00:00,1.538723,1.445289,1.55741,0.031145,149,2026-03-14 00:00:00+00:00,1.445289,take_profit,14,0.060722,0.025,8.2e-05,8.2e-05,0.000165,0.000288,0.000265,0.000882,0.024118,TREND_UP,B
ADA,BUY,42,2026-01-27 04:00:00+00:00,0.351243,0.367801,0.346828,0.005519,55,2026-01-29 08:00:00+00:00,0.346828,stop_loss,13,-0.012571,-0.005,8e-05,0.000219,0.000318,0.000259,0.000265,0.00114,-0.00614,TREND_DOWN,A
ADA,SELL,56,2026-01-29 12:00:00+00:00,0.333307,0.314525,0.338316,0.006261,57,2026-01-29 16:00:00+00:00,0.338316,stop_loss,1,-0.015027,-0.005,6.7e-05,0.000183,0.000266,1.7e-05,0.000265,0.000797,-0.005797,TREND_DOWN,A
ADA,SELL,61,2026-01-30 08:00:00+00:00,0.32722,0.30597,0.332886,0.007083,68,2026-01-31 12:00:00+00:00,0.30597,take_profit,7,0.06494,0.01875,5.8e-05,5.8e-05,0.000115,0.000101,0.000265,0.000597,0.018153,TREND_DOWN,A
ADA,SELL,84,2026-02-03 04:00:00+00:00,0.299424,0.276414,0.30556,0.00767,97,2026-02-05 08:00:00+00:00,0.276414,take_profit,13,0.076849,0.01875,4.9e-05,4.9e-05,9.8e-05,0.000159,0.000265,0.000618,0.018132,TREND_DOWN,A
ADA,BUY,116,2026-02-08 12:00:00+00:00,0.272545,0.295252,0.26649,0.007569,121,2026-02-09 08:00:00+00:00,0.26649,stop_loss,5,-0.022217,-0.005,4.5e-05,0.000124,0.00018,5.6e-05,0.000265,0.00067,-0.00567,TREND_DOWN,A
ADA,BUY,148,2026-02-13 20:00:00+00:00,0.272702,0.288519,0.268484,0.005272,153,2026-02-14 16:00:00+00:00,0.288519,take_profit,5,0.058001,0.01875,6.5e-05,6.5e-05,0.000129,8.1e-05,0.000265,0.000604,0.018146,TREND_UP,A
ADA,SELL,51,2026-02-25 16:00:00+00:00,0.300963,0.281384,0.306185,0.006526,52,2026-02-25 20:00:00+00:00,0.306185,stop_loss,1,-0.017348,-0.005,5.8e-05,0.000159,0.000231,1.4e-05,0.000265,0.000726,-0.005726,TREND_UP,B
ADA,SELL,53,2026-02-26 00:00:00+00:00,0.295443,0.274006,0.30116,0.007146,66,2026-02-28 04:00:00+00:00,0.274006,take_profit,13,0.07256,0.01875,5.2e-05,5.2e-05,0.000103,0.000168,0.000265,0.000639,0.018111,TREND_UP,B
ADA,SELL,71,2026-03-01 00:00:00+00:00,0.286827,0.264945,0.292662,0.007294,85,2026-03-03 08:00:00+00:00,0.264945,take_profit,14,0.076289,0.01875,4.9e-05,4.9e-05,9.8e-05,0.000172,0.000265,0.000633,0.018117,RANGE_HIGH,B
ADA,SELL,92,2026-03-04 12:00:00+00:00,0.280168,0.259143,0.285775,0.007008,104,2026-03-06 12:00:00+00:00,0.259143,take_profit,12,0.075043,0.01875,5e-05,5e-05,0.0001,0.00015,0.000265,0.000615,0.018135,TREND_DOWN,B
ADA,BUY,126,2026-03-10 04:00:00+00:00,0.260154,0.275346,0.256103,0.005064,144,2026-03-13 04:00:00+00:00,0.271557,time_stop,18,0.043833,0.014074,6.4e-05,0.000177,0.000257,0.000289,0.000265,0.001051,0.013023,TREND_DOWN,B
ADA,BUY,145,2026-03-13 08:00:00+00:00,0.273995,0.288565,0.27011,0.004857,147,2026-03-13 16:00:00+00:00,0.27011,stop_loss,2,-0.01418,-0.005,7.1e-05,0.000194,0.000282,3.5e-05,0.000265,0.000847,-0.005847,TREND_UP,B
